z,SNR,m1,m2,Mc,eta,dL,iota,theta,phi,psi
7.616812,74.738347,147916.201561,126292.958617,1024630.159891,0.248445,77561.660852,1.222041,0.272620,2.709374,0.320052
7.161520,161.272287,200936.578132,130026.688089,1143062.591557,0.238524,72253.958712,0.335424,1.444924,2.330550,2.614572
7.451676,46.963284,208182.276099,99920.119367,1047277.705946,0.219132,75632.625260,1.400102,1.619932,3.769194,4.128740
7.487359,273.403028,103986.750137,88388.735940,707892.910378,0.248356,76049.079259,0.167355,1.905566,2.754319,1.086659
7.284667,64.542612,719839.094643,447672.829021,4071369.118002,0.236414,73686.197490,0.448661,1.308263,1.964962,5.844388
7.182424,91.266745,140641.547601,71692.269337,707342.497918,0.223639,72496.900207,1.515607,1.907033,5.173002,3.812462
7.357408,37.549917,538964.146654,92090.967397,1511904.244225,0.124636,74533.400044,1.195442,1.650782,2.218765,5.483265
7.576563,156.706837,90891.503793,24385.246391,337563.270080,0.166789,77091.090979,0.774643,2.215997,3.589499,1.996148
7.517797,36.099625,260780.460469,57658.763716,862990.866895,0.148282,76404.493547,1.479227,2.630160,4.656701,4.715506
7.352590,80.390270,254058.543813,219663.368532,1716845.957102,0.248682,74477.258861,1.008819,1.518947,0.245206,5.692425
7.553704,158.270369,94764.575724,51328.332580,514553.211204,0.227900,76823.951269,1.267727,1.479852,3.732965,0.646262
7.080818,100.254931,23459.273182,8706.490217,98190.879083,0.197410,71316.762988,0.918913,1.506097,4.069748,0.641909
7.249667,97.572770,189986.804988,107434.188534,1017845.096689,0.230740,73278.882326,0.886536,1.911751,2.793805,5.320422
7.531240,108.044836,74274.780085,36286.572626,380753.466669,0.220486,76561.503432,1.548646,1.980945,3.538308,1.065868
7.303089,318.122379,60595.281758,56166.574257,421628.098929,0.249640,73900.675720,1.083565,0.753349,3.419148,5.513364
7.158273,173.542572,95418.850185,92659.062202,667796.200152,0.249946,72216.230003,0.540162,1.844584,1.795497,4.400590
7.543739,129.306296,51700.829073,24459.120442,260894.950271,0.218014,76707.527966,1.541366,2.078012,0.842341,3.769132
6.968753,198.942906,29066.462139,19347.333484,163834.181798,0.239925,70017.238554,0.719273,0.316742,1.179357,6.275400
7.206093,152.696238,38452.919631,37512.104417,271315.230663,0.249962,72772.064242,0.842137,0.756225,0.443640,3.337916
7.099362,168.500823,113923.423760,79006.924483,666710.954010,0.241812,71532.011209,0.724890,0.898441,5.915810,2.740931
7.577568,49.729267,359220.344593,234492.203206,2157458.906476,0.238966,77102.843097,1.014585,2.994989,4.269584,5.637167
7.460849,25.297211,337545.907811,44090.210383,821654.125614,0.102182,75739.656820,1.530196,2.915237,1.738882,0.610670
7.694856,37.492850,230897.340103,152575.561044,1414678.685996,0.239571,78474.845393,1.149761,0.479491,5.463061,3.688044
7.373876,90.284251,125995.730759,44994.019882,535104.853252,0.193897,74725.324097,1.561612,2.965273,2.602848,1.354227
7.094816,439.596052,65293.327837,38213.587702,349514.398486,0.232888,71479.240471,0.536002,1.666948,0.371960,1.498077
7.312827,155.131278,47915.390608,32240.214898,283325.560283,0.240439,74014.074244,1.502145,1.184834,1.909321,5.321404
7.199977,80.334272,161471.044014,79361.027500,798161.821099,0.220939,72700.951921,1.006974,2.382776,4.529366,6.240172
7.246615,312.985340,30679.618977,22906.908377,189912.897032,0.244740,73243.367173,0.275011,1.903441,0.773358,0.952391
7.422269,40.050841,722064.639311,234051.957114,2924555.908130,0.184870,75289.558029,1.053455,0.178098,3.134526,2.045963
7.090892,103.779616,323395.624593,245078.563480,1979146.411821,0.245255,71433.689663,0.847077,1.340547,2.356968,4.382227
7.580258,101.775060,98716.130605,51497.944450,527066.050038,0.225298,77134.286083,1.540117,2.017497,3.551276,4.026196
7.301667,187.286999,169487.665516,74383.144520,798180.166516,0.211979,73884.119314,0.697448,2.220097,6.271219,3.521196
7.260915,22.188125,843010.764420,372330.602230,3964109.117003,0.212503,73409.754433,1.397187,1.814536,3.437963,6.016867
7.053513,20.606268,226345.397338,142189.013901,1251043.342983,0.236964,70999.922261,1.296046,1.127713,1.106615,4.519745
7.380315,91.570946,178189.070988,116902.438660,1048314.978932,0.239217,74800.378904,0.144459,1.678083,1.035536,3.143560
7.574453,105.014571,135112.318342,38012.998043,515122.530442,0.171359,77066.431240,1.114707,1.680605,3.934773,4.002422
7.289317,34.847794,208523.891740,183433.128549,1410753.808970,0.248976,73740.335264,1.498940,0.531930,5.706207,5.025121
7.162753,291.484012,124862.072674,35505.230771,455876.521404,0.172382,72268.283625,0.426012,1.195765,5.893405,2.602031
7.347819,126.360484,141897.208793,49568.810676,593559.245719,0.191866,74421.665735,1.437736,1.665616,6.275139,2.378011
8.174002,155.407703,61809.693668,18036.780347,257298.378805,0.174865,84101.511601,0.807788,0.963918,0.330319,0.991786
8.064155,51.640878,410948.821102,320844.155619,2860874.452540,0.246210,82808.562319,0.723729,1.044681,0.142845,1.373894
8.237092,46.194836,301011.420329,160190.961168,1748596.194126,0.226693,84844.886544,1.427746,2.690610,6.225908,3.495163
8.106770,226.184296,108574.876172,59887.630111,633729.013677,0.229118,83309.950771,1.004495,1.810779,6.165414,2.534145
8.336064,129.944349,114211.493288,44987.054167,570498.409604,0.202731,86012.204025,1.423721,0.933311,2.355769,4.142905
8.158155,34.320023,211190.799032,77123.237808,993003.930219,0.195943,83914.873810,1.254423,0.528396,0.764582,0.616961
8.165609,55.941672,475732.154909,157309.315286,2120044.964280,0.186747,84002.662383,0.774054,1.626073,0.577282,3.839750
8.243562,65.002511,331576.668783,137273.460210,1684747.739199,0.207063,84921.159899,0.618034,0.172099,4.402255,2.130303
7.932597,48.211107,222449.832363,215979.165936,1704449.918105,0.249946,81262.382401,1.210057,1.111515,5.942721,2.952452
8.059032,22.182457,477422.420661,452012.191503,3663277.440948,0.249813,82748.307509,1.185682,2.305704,3.390744,5.503035
8.419040,53.981063,309033.071610,213611.878967,2099633.622949,0.241667,86991.901920,0.626004,1.526757,4.901061,0.095173
7.935483,30.168362,191977.672963,169699.380150,1403500.088986,0.249051,81296.279023,1.302568,0.628408,4.900602,2.847459
8.109117,13.544039,944196.469906,778135.751414,6790840.540999,0.247676,83337.572442,1.505123,2.302968,5.078597,4.143483
8.033884,20.124636,221561.628709,30638.428511,595089.246848,0.106726,82452.568857,1.179166,1.136960,0.990133,1.578215
7.786151,134.797114,88455.609838,67368.298182,589359.648742,0.245422,79544.263618,1.215725,2.040636,4.785301,5.668257
8.013106,81.449719,115260.884976,7719.059061,202514.162889,0.058827,82208.287664,1.302937,1.639474,0.504762,5.015302
7.982582,55.976825,282950.723506,125652.694099,1451009.860244,0.212950,81849.549164,1.102696,1.545606,5.303423,5.904972
8.478572,220.083458,97165.321768,67124.590543,664135.206889,0.241641,87695.378857,0.243156,2.180072,4.811682,2.121694
7.889668,63.294102,122315.947783,22225.971659,378001.111958,0.130124,80758.401589,1.304285,1.983081,3.862662,4.438449
8.629807,77.227513,206766.842112,169289.169368,1566870.500999,0.247517,89484.653319,1.064543,1.837965,0.159333,2.602704
8.795268,95.532091,33272.380449,11459.470683,162047.373736,0.190553,91445.724427,1.030571,1.101374,5.315297,6.151102
8.976689,41.421338,41376.918218,17852.498633,232034.856524,0.210563,93600.031990,1.381996,1.426602,1.423671,2.914806
8.650645,81.192654,186213.174149,105370.565339,1167458.634990,0.230783,89731.432009,1.143220,2.235921,5.767366,6.060746
9.082529,27.084947,306090.252790,200817.426442,2166577.605328,0.239218,94858.767344,0.965669,0.517546,0.066917,3.961165
8.913321,97.374655,152334.365601,99717.131524,1058916.971364,0.239105,92847.083608,0.079169,2.003294,3.305212,0.051331
8.605481,54.474454,8248.087305,6537.844046,61322.813888,0.246655,89196.648733,1.024953,0.488270,4.509666,3.147934
8.626355,69.325973,166179.906338,55179.123333,779568.716147,0.187137,89443.779968,0.916495,1.124601,4.020272,0.884193
8.786781,127.261801,118879.135441,32387.412030,508136.513727,0.168266,91345.045949,1.301565,2.537754,5.944413,5.750289
9.130904,89.007379,84090.325378,60464.796752,627177.814327,0.243322,95434.545151,1.360639,0.362418,1.435857,2.015035
9.717681,19.952083,487837.487550,99226.938019,1937789.239803,0.140454,102440.936408,1.409470,0.242869,2.019061,2.970014
9.406819,92.513160,96848.001410,59670.795697,684724.990888,0.235895,98724.030492,1.443250,1.421765,2.313677,5.366321
9.320560,129.156566,43136.114134,30599.558323,325462.870356,0.242773,97694.663869,0.765622,2.359566,2.123733,0.214492
9.368412,62.592359,89985.883630,47830.500783,586380.712462,0.226609,98265.598791,1.304027,0.589834,6.030752,3.428754
9.513157,22.638415,563155.200841,381748.253399,4227647.570725,0.240785,99994.237559,0.675847,0.673200,5.833691,0.975395
9.561736,46.150528,165946.482817,57956.439736,878142.919937,0.191845,100574.942159,1.092094,0.196710,4.165271,2.756106
9.863656,47.240200,40073.654571,2649.332272,84224.980963,0.058166,104190.121122,0.835862,0.552628,0.675071,4.867344
9.937835,43.463816,141673.938540,99773.430215,1128625.344448,0.242471,105079.896364,1.472775,1.769616,5.392246,3.896839
9.565427,14.833059,416026.067879,81532.044084,1595098.837205,0.137013,100619.070634,1.387316,0.223809,5.022226,0.315703
9.941746,51.908427,122507.087467,121968.288713,1164352.568597,0.249999,105126.828732,1.189517,1.452506,5.535312,5.854481
10.629261,41.915918,169954.711225,114607.642183,1407487.978911,0.240543,113401.758859,0.515034,1.243096,1.332142,2.864816
10.518611,60.711749,217343.424582,197945.478836,2079434.817223,0.249455,112066.677358,1.011348,1.819459,5.728817,0.353210
10.526540,30.155923,284208.377760,262268.815814,2739142.870870,0.249597,112162.307662,1.152139,1.096605,1.735668,4.901777
11.178938,96.887056,77439.073340,43356.162216,609264.738438,0.230097,120051.870237,1.349857,0.423973,2.692566,3.918392
11.067640,95.484812,88403.079355,51912.004432,706712.220864,0.233092,118703.032531,0.655348,2.999179,3.738595,5.356218
