z,SNR,m1,m2,Mc,eta,dL,iota,theta,phi,psi
2.709656,551.853090,143301.244450,18396.731376,151421.338315,0.100828,22983.981002,1.232830,0.787688,2.951506,0.602756
2.609245,674.453398,116061.844873,55154.261813,248009.675204,0.218363,21960.475772,0.223781,0.669371,0.402416,5.008777
2.685472,1033.436395,119133.716619,73625.332292,298763.361436,0.236065,22736.896349,1.126368,0.828852,2.745648,3.652859
2.336519,1142.703176,166385.223265,34842.852095,209166.875939,0.143170,19214.076926,0.713962,2.281839,0.535925,4.366915
2.332961,142.610209,649953.357962,307035.227338,1278471.658751,0.217900,19178.595707,1.393623,1.819309,1.079965,3.510286
2.465377,595.707816,29676.524831,15243.456955,63468.819712,0.224191,20505.324656,0.662357,1.663768,6.022517,5.588341
2.699414,84.544634,579923.747472,279203.149112,1279075.500597,0.219370,22879.295685,1.508264,0.950876,4.552935,1.486214
2.680290,1811.138077,189941.798552,145637.277678,531935.498340,0.245642,22684.003049,0.030148,2.019822,0.170039,5.081767
2.725459,727.027488,81122.032202,74853.369254,252684.510371,0.249596,23145.629493,1.015690,0.932604,1.750725,3.495434
2.792384,54.037163,2399612.640882,1365960.489710,5930531.663373,0.231162,23831.880011,0.743734,2.111279,1.524415,0.405622
2.556593,168.385819,730941.242635,336435.157405,1513007.167023,0.215848,21426.340396,0.681768,2.026592,1.704436,4.179252
2.545406,22.216379,4158.626274,529.982689,4182.001230,0.100259,21313.086391,0.874556,2.364486,1.374030,2.956682
3.791476,83.832668,937051.789810,141043.698256,1401548.918150,0.113711,34351.802174,0.976907,1.869051,3.522824,2.674192
3.609919,80.358349,694153.313015,278280.427482,1728558.764255,0.204276,32406.061407,1.050775,1.899855,4.573117,2.000035
3.155017,130.337765,646350.841116,404500.852763,1839489.062747,0.236758,27594.103107,1.081596,2.219751,1.074237,5.670126
3.290745,212.654085,359968.158770,78637.432694,596010.514811,0.147145,29019.772020,1.182852,2.800198,5.503248,3.128596
3.270595,249.396915,372513.227828,319476.300236,1281789.299624,0.248531,28807.548732,0.785094,1.184210,1.871974,0.266062
3.706797,559.042430,136950.878511,63293.990563,375984.212591,0.216175,33442.628796,0.648904,0.395893,1.153107,5.663442
3.267178,85.423505,1055472.008666,748379.500808,3291863.018683,0.242754,28771.584428,1.188208,0.371135,1.354159,5.534236
3.522164,578.368172,138485.015565,70411.347204,384403.561009,0.223452,31470.520147,1.309971,1.212314,3.268797,5.852400
3.435064,156.292231,148791.950037,124253.793836,524549.209352,0.247981,30545.273513,1.406376,1.455603,4.540447,5.236742
3.198048,137.001199,250576.255385,186394.364430,788098.679349,0.244607,28045.119231,1.133601,0.968500,5.032443,0.168626
3.513909,128.989234,1669215.513019,1470501.269905,6154055.380797,0.248999,31382.685842,0.460366,2.438121,5.477189,2.153030
3.663572,31.319580,1388011.231984,1154301.473373,5134524.420233,0.247887,32979.648789,1.257393,0.386737,5.535813,2.465769
3.412148,503.571320,56305.346163,17135.003877,115378.110568,0.178881,30302.406818,0.526188,1.871818,3.227366,5.077261
3.322698,19.331430,2659727.969733,1951058.496029,8551935.927365,0.244094,29356.697153,1.141327,0.631999,0.092557,5.632627
3.257600,188.775393,34360.424493,12445.913741,74774.776286,0.195198,28670.795940,1.205000,1.618525,1.983775,3.682899
3.604897,92.255709,917349.090433,293567.811478,2017171.755343,0.183660,32352.430168,1.438112,1.693953,5.486586,0.163081
3.505244,199.560298,285760.490308,156637.388371,822421.104809,0.228703,31290.516908,0.564621,1.224304,4.868053,6.191740
3.200122,65.977601,700373.767418,234144.615902,1438907.044972,0.187775,28066.874653,1.535309,0.225592,0.639795,1.837771
3.429157,53.183675,905144.145100,524237.122017,2636567.015029,0.232247,30482.655158,1.303798,1.353061,1.300706,4.830148
3.438808,104.260552,992517.087190,726682.830937,3273790.264945,0.244023,30584.982569,0.785406,0.408375,0.927314,5.729575
3.418666,47.336227,2870664.211386,1072692.102667,6594660.845083,0.198027,30371.463357,1.104151,2.243494,0.486366,3.287066
3.284516,125.896936,295082.111391,146876.277595,767294.669648,0.221887,28954.144227,1.511146,0.723942,5.704721,0.452675
3.592341,168.860699,364711.888646,203775.193163,1080813.546441,0.229964,32218.403434,0.913398,1.602037,0.736393,6.189564
3.329095,288.579302,308078.197692,67532.258539,515647.456658,0.147468,29424.197803,1.353142,1.462810,3.190149,2.072846
3.377860,133.692436,1011631.352014,678365.879794,3144680.065970,0.240278,29939.463730,0.937061,1.199409,5.817348,5.658567
3.200284,141.299443,586810.189027,327862.626472,1590520.234412,0.229963,28068.573079,1.222335,1.902844,3.269272,3.540497
3.332793,90.335465,605974.726611,380915.803531,1802537.435390,0.236998,29463.242329,0.983160,2.647624,3.542830,6.225592
3.249574,85.845371,639591.701257,304638.228657,1611172.962017,0.218540,28586.368324,1.287209,2.188562,3.094129,2.722922
3.362430,154.264925,312177.410717,208242.459161,964362.151961,0.240029,29776.306293,1.181881,1.490463,0.617694,4.412206
3.332977,449.196365,190804.995462,116376.985927,558703.448507,0.235324,29465.180676,1.063900,1.014990,1.684856,4.507528
3.459534,78.628323,1988657.947693,1477019.689790,6638953.817990,0.244551,30804.873345,0.754774,1.169397,2.063764,4.596464
3.234727,338.596894,294670.526854,166772.739253,810734.772144,0.230794,28430.275699,0.387986,2.176996,4.642871,0.988244
3.489441,181.445774,101030.389257,42702.000453,252128.260507,0.208829,31122.522143,1.452969,0.825742,5.695218,0.814053
3.417975,118.611544,604913.685891,225518.867487,1387676.235721,0.197819,30364.140265,1.231822,1.893685,2.471928,3.903598
3.632996,263.985593,318288.705552,184385.072200,969913.293601,0.232260,32652.626750,1.088676,0.863148,2.692455,3.701049
3.369881,725.208358,195887.593355,176849.946021,707874.154405,0.249348,29855.073048,0.615277,1.975800,0.370687,6.169833
3.603285,101.745024,1195161.674735,477293.914343,2965681.237838,0.203940,32335.219594,1.286453,1.369080,2.411888,0.424404
3.516147,327.454440,305030.721400,256492.174819,1098867.261551,0.248132,31406.499026,0.882885,1.788638,5.950676,1.803169
3.324848,124.876174,520850.843862,464762.621380,1851809.195558,0.249190,29379.377887,1.163687,0.698952,1.508202,2.979727
3.523683,74.208765,1146417.277738,877189.303508,3942108.607373,0.245575,31486.685873,0.733677,1.285368,4.665859,5.675261
3.687389,69.199493,866943.851135,717244.423306,3214877.993171,0.247768,33234.650228,0.991256,2.618383,3.828607,5.938600
3.336709,133.068453,718199.563030,451758.679471,2139031.497293,0.237034,29504.578831,1.538705,0.725631,3.120827,1.733528
3.112572,37.703888,70452.272943,29119.535036,159123.360383,0.206922,27150.138889,1.485556,1.248216,4.624610,0.235797
3.352890,258.831721,201887.668392,125859.529938,600713.582823,0.236547,29675.488059,0.990545,0.978579,0.749899,2.992316
3.551860,796.143385,110019.560389,72141.641344,351472.429432,0.239191,31786.731877,0.046312,1.983859,2.242216,3.525205
3.316290,841.269991,248375.853237,99013.374787,577336.873847,0.203784,29289.087673,0.159565,1.649915,3.309727,4.226219
3.373386,170.696323,275817.544213,68716.252210,501164.448970,0.159668,29892.141647,1.481976,0.474400,0.753221,0.517693
3.564754,157.489359,565460.908011,137873.380556,1059533.758050,0.157601,31924.148382,1.061562,0.395055,2.487688,0.985607
3.534163,71.004926,741312.151866,439567.205069,2238060.848842,0.233677,31598.245983,1.284482,2.329853,2.073055,4.062040
3.540411,180.258983,301733.272342,184311.794327,926543.237606,0.235409,31664.778561,1.479040,1.320486,2.511860,0.148183
3.384083,256.835138,167817.660601,121336.581255,543188.428499,0.243540,30005.293044,1.402767,2.526072,3.265201,5.152756
3.273709,202.321622,480781.570858,279780.610943,1354681.798819,0.232539,28840.341386,1.133868,1.892314,5.342909,6.086191
3.455567,599.476181,187150.878580,90249.599426,497581.024282,0.219494,30762.770183,0.713995,1.841953,0.840224,6.265361
3.509705,266.654848,494052.003208,201098.713559,1213504.814063,0.205600,31337.964509,0.935037,1.219325,2.781637,3.891558
3.591197,33.211295,2431490.731564,1498252.922387,7584512.797530,0.235901,32206.186204,0.582936,1.371093,1.012389,4.248232
3.201949,1300.536315,147921.566354,70702.525205,369139.887730,0.218812,28086.043324,0.594141,0.699171,2.910517,4.602285
3.560434,49.529154,1508956.082879,509043.274446,3382834.634781,0.188621,31878.104713,1.268234,0.564955,1.326274,5.505099
3.539815,193.689478,1196901.797352,694188.369524,3576162.331599,0.232333,31658.428138,0.736215,1.925151,0.106171,5.717918
3.451950,573.373064,168664.818312,56795.168970,368755.002865,0.188450,30724.389481,1.289400,2.357130,6.080223,1.189070
3.226511,15.571571,2347755.029994,1948715.828728,7863219.532983,0.247844,28343.944357,1.557519,1.891587,1.100100,4.220214
3.620458,136.666366,190056.073325,152976.471252,685049.265763,0.247079,32518.634820,1.262803,1.531685,1.416252,4.673062
3.435259,301.279525,89755.880023,52155.985231,262262.084333,0.232450,30547.347120,1.181611,1.709280,4.707925,6.210142
3.351507,123.020333,1426286.582672,658327.984431,3617628.800803,0.216072,29660.874110,0.837798,1.271481,3.824837,1.953011
3.225888,33.170675,593543.361003,6043.597787,159660.077911,0.009978,28337.398405,1.318049,0.282170,3.568370,2.040987
3.485833,392.271298,118051.809621,78170.936940,373563.109842,0.239673,31084.173069,1.348135,1.727795,0.657475,6.281023
3.120000,25.570826,3488399.937669,2679712.172527,10947008.138552,0.245703,27227.766729,1.128196,0.949109,3.527745,2.576757
3.245034,1429.736747,134291.922019,83000.885586,387928.482565,0.236071,28538.626851,0.223145,1.567068,2.988504,0.507452
3.277231,153.198532,338020.476845,323457.663575,1231163.853666,0.249879,28877.419727,1.388423,1.400404,0.120522,2.577438
3.139377,287.753051,378508.620931,99926.147135,672393.244983,0.165238,27430.398515,0.770745,1.000083,1.776191,5.640381
3.689207,83.331543,883850.286173,874496.902800,3588894.048888,0.249993,33254.125018,0.840886,1.141142,4.340671,5.263157
3.357032,86.401328,1144882.515909,650692.142167,3248118.806807,0.231063,29719.249611,0.994554,2.591105,1.435790,1.147254
3.395796,102.146534,373475.924517,302266.693166,1284319.171546,0.247224,30129.245616,1.338821,1.513059,4.979068,5.282569
3.347678,197.051149,48167.018077,7157.546194,64890.644838,0.112636,29620.419462,1.319878,1.351565,3.412563,3.493395
3.580572,426.325791,123391.336652,33580.374689,246704.753734,0.168162,32092.825151,0.270950,2.674032,2.638401,1.689163
3.379943,46.345131,1309803.507134,359646.591305,2516535.195835,0.169019,29961.491975,1.569020,2.054210,3.498784,2.602354
3.295927,580.537588,231520.011340,82687.747381,504465.347356,0.193908,29074.380521,1.192365,2.135199,5.728040,2.513949
3.309532,372.751917,26696.940652,21754.229424,90317.600513,0.247398,29217.810354,0.729980,1.230542,5.673628,1.492152
3.363099,227.376471,289706.317576,138946.372719,752067.932310,0.219076,29783.378068,1.464192,1.658603,0.074345,3.067630
3.536691,127.780946,408314.145218,96920.036186,749006.336650,0.155032,31625.165011,0.934009,0.915932,5.833475,5.731321
3.543991,169.363066,1259272.817499,438555.730364,2862499.992885,0.191583,31702.906993,0.881655,2.310532,6.262875,1.960423
3.661190,102.210486,436404.837817,185689.927165,1134833.699638,0.209394,32954.157215,1.521114,1.449446,0.419364,3.866972
3.453299,104.327892,768669.615978,259839.729270,1684641.153267,0.188812,30738.708194,1.208350,2.870551,0.970901,5.744792
3.092366,135.110382,528938.188608,258707.662538,1301478.035194,0.220573,26939.111472,0.860799,1.126223,5.035401,0.145544
3.558206,337.164584,26579.821727,19358.235601,89786.312473,0.243822,31854.358194,1.168298,1.910209,6.052537,1.198890
3.738155,283.871882,899172.069375,382031.470400,2374930.196810,0.209269,33778.975498,0.293951,1.878843,6.118230,5.850106
3.638188,30.782613,1644590.703329,1128915.045408,5482441.139816,0.241358,32708.124686,1.204212,1.734687,1.325480,0.158575
3.474907,164.210159,1018365.637920,117345.248192,1219416.402488,0.092647,30968.106096,0.821988,0.916899,3.141198,5.353784
3.700380,159.798728,246133.544274,148552.126955,777521.694724,0.234718,33373.845639,1.080726,2.201871,4.497251,0.237373
3.440715,58.333131,649080.883400,384034.353148,1917010.643515,0.233545,30605.207876,1.501824,1.650658,4.533220,3.865828
3.169487,66.790011,1564278.090042,1034565.568147,4598009.040766,0.239614,27745.663511,0.887166,0.800412,0.180001,2.402618
3.250012,49.268055,336459.458170,278959.596747,1132505.599838,0.247818,28590.971987,1.394323,0.811428,0.386495,1.725245
3.209299,761.414442,58799.842045,32850.131755,159709.678161,0.229958,28163.187249,0.899710,2.148325,0.049264,5.048729
3.520392,304.373762,459188.930744,415253.955523,1717959.565768,0.249369,31451.664499,0.284300,1.967214,0.591539,4.168651
3.120007,200.686632,47534.588534,23237.986388,117719.890887,0.220535,27227.833153,1.028589,2.525882,3.863781,4.540251
3.564411,662.009742,96739.654795,73430.755606,334270.046750,0.245310,31920.496113,1.048509,2.799085,0.040911,5.215677
3.789173,148.106676,365861.659649,249388.639315,1254776.149404,0.241040,34327.030071,0.311498,0.675676,0.281565,2.595444
3.367115,100.803505,348700.041688,216870.337121,1039653.486992,0.236417,29825.835304,1.192439,0.722533,0.399004,1.277299
3.161172,691.393207,182953.526640,61203.901454,372523.478527,0.187837,27658.558344,0.742351,3.080709,0.349046,2.407904
3.777092,338.732433,197031.258273,75120.221619,494739.579022,0.199835,34197.159764,1.566948,2.139845,0.407558,1.615568
3.386037,227.049646,89078.165909,65279.509672,290466.142765,0.244057,30025.965310,1.543218,1.814249,1.983035,3.014281
3.230756,141.780514,1436447.695860,859849.303855,4066676.469404,0.234237,28388.542125,0.588886,1.863462,3.419922,2.342792
3.709157,834.868864,181857.207358,50034.259754,376084.119651,0.169211,33467.921437,0.102041,0.721947,1.892146,3.779471
3.145699,1045.255978,225592.033687,25386.948553,246848.705836,0.090920,27496.557733,0.148882,2.164609,5.899301,3.829468
3.470475,131.395757,345454.346715,234774.211295,1104227.261264,0.240903,30921.032344,1.201309,1.761776,0.863783,5.532197
3.552552,532.002898,159521.923815,132452.903700,575592.211689,0.247851,31794.101682,1.187045,0.547445,2.441953,6.038648
3.530906,70.599172,593528.831598,542994.529548,2238781.757990,0.249506,31563.569467,1.054965,0.645667,0.574040,4.990058
3.726494,235.064432,458830.833089,258029.820346,1404253.817770,0.230384,33653.842585,0.516110,2.869273,5.116475,3.075626
3.816748,123.710397,461747.614011,320256.298617,1607139.428910,0.241816,34623.693268,1.414815,1.995585,5.357079,3.035370
3.538031,41.708591,2864151.721105,2114765.025804,9700527.022421,0.244337,31639.425091,0.768080,0.760046,2.707415,5.895335
3.383194,94.079858,795593.035970,458677.425607,2287870.766073,0.231962,29995.890154,1.365801,2.932267,5.258750,1.362206
3.778834,242.531589,114875.551550,85005.303425,410177.545805,0.244417,34215.883632,1.298638,2.178323,1.752381,5.657081
3.234521,468.143066,31318.975400,14069.479307,76184.482918,0.213892,28428.108894,0.582695,2.699635,5.713844,0.098126
3.488636,89.783925,1217439.959126,281200.812332,2175972.344578,0.152430,31113.964646,1.470358,0.965452,3.332928,2.333470
3.748626,292.361685,268542.503615,79521.712535,583358.294914,0.176271,33891.374831,0.677087,2.063972,3.501144,3.947068
3.733498,25.552806,2200807.336860,965628.009537,5908853.814284,0.211958,33728.999500,1.295567,0.958790,0.095004,5.544250
3.157525,177.080607,359704.332933,107834.314305,688799.729574,0.177447,27620.362289,0.829579,1.432900,0.985127,4.750001
3.557733,327.526164,40460.794331,32010.337993,142597.094221,0.246601,31849.316742,1.450324,2.369610,5.557942,3.097088
3.253504,728.551178,164234.093193,144791.929129,570784.823525,0.249010,28627.702906,0.813322,1.346168,5.611914,4.733546
3.161893,93.614544,856601.780965,458513.523297,2248934.566746,0.227093,27666.106632,1.512070,2.530224,4.922005,2.537800
3.491936,76.809005,1235655.618197,287616.861258,2219755.152356,0.153164,31149.030297,0.764448,0.572949,0.822902,4.846432
3.320011,29.562250,492385.833907,1051.955440,53139.819429,0.002127,29328.338622,0.816954,0.754727,3.766811,1.835643
4.439442,157.515538,802419.221980,504307.682128,2996232.877570,0.236988,41397.261288,0.856449,0.767844,2.871206,4.015009
4.009843,715.203380,129276.406643,84621.071840,454131.559952,0.239104,36709.249652,0.328344,1.131738,1.727129,5.266657
4.476922,223.610614,99411.097859,80985.817490,427363.101456,0.247392,41809.191227,1.095446,0.395540,0.028705,5.530278
4.037886,75.301872,271580.334454,222489.757909,1076999.721402,0.247532,37013.286667,1.527288,0.544766,4.796582,5.990757
4.249825,352.618397,149608.229297,72968.043563,471521.985600,0.220359,39320.246428,0.490361,2.178028,1.837803,3.681420
4.125156,229.322811,689953.365898,476193.029766,2548696.408525,0.241600,37961.300025,0.544031,1.954575,0.194679,6.082498
4.243754,520.010621,104472.637640,101939.492621,471088.225176,0.249962,39253.943332,0.800217,0.465978,1.523455,0.086725
4.231487,66.455588,10979.383193,6723.154931,38896.332705,0.235548,39120.016058,1.569322,1.403766,0.262585,3.218687
4.374881,233.147012,205193.691772,137963.826787,784201.607322,0.240404,40688.744957,1.250292,1.444806,3.021439,2.713406
4.278442,122.104756,549055.563920,413767.335201,2185848.043374,0.245064,39632.941280,0.540361,1.574199,0.899123,4.576296
4.102573,117.541374,525565.917002,107035.313145,994616.739570,0.140571,37715.720234,0.861860,1.982021,2.492224,6.190349
4.119485,72.229513,193404.275569,187446.407532,848557.400219,0.249939,37899.614875,1.521091,2.658739,4.140202,3.608497
3.973322,245.647067,327684.443260,255612.905023,1251099.239203,0.246183,36313.719341,0.691948,0.620471,2.028246,5.192073
4.532315,227.545428,539737.750320,276586.924493,1840530.308421,0.224021,42418.827822,0.211103,1.498087,3.360237,4.925940
3.925669,60.306982,832457.370903,39469.951852,652148.279523,0.043218,35798.375772,1.221002,1.551113,6.145284,0.039372
4.185898,311.703151,74839.046795,39476.223339,242930.166996,0.226076,38622.744700,1.310251,2.800173,0.809516,1.223659
4.178043,352.267433,67536.814621,47691.798730,255061.072244,0.242585,38537.137641,1.044516,0.916743,4.257739,1.183183
4.095133,88.540529,762435.897129,627560.026113,3065264.657068,0.247646,37634.855136,1.304272,1.304695,3.634595,5.691567
4.368127,242.736643,140734.125895,75270.750480,476371.126740,0.227038,40614.692464,1.369053,1.840507,0.961240,3.513593
4.154358,96.573506,768843.398071,578894.094912,2987553.622535,0.245034,38279.129783,1.136832,0.219072,3.228537,6.109598
4.422997,426.467358,54027.684766,30942.967352,191554.603126,0.231548,41216.658164,0.907121,1.423798,2.094391,0.539743
4.064354,153.381251,168270.640622,9970.103150,154577.927692,0.052807,37300.525805,1.465514,0.685167,3.944241,0.380122
4.202079,154.614744,69548.666519,16189.785181,144697.080520,0.153172,38799.161535,1.051154,2.142226,4.023808,3.641037
4.010161,527.557634,86563.959590,49019.642296,281860.740882,0.230830,36712.691418,0.585867,1.088690,0.314222,3.062185
4.230283,83.583485,987287.411982,831830.322071,4123253.193537,0.248174,39106.872868,1.352550,0.962707,2.840750,0.615751
4.398484,52.896228,386784.498836,141235.564695,1071987.262073,0.195935,40947.612357,1.439477,2.053863,1.065753,5.936193
4.056345,267.113785,172318.710907,56922.296894,423396.415836,0.186651,37213.585781,1.113150,0.936938,5.917496,0.818431
3.933569,14.755398,17253.743179,5533.888764,40697.674045,0.183872,35883.744423,1.485901,1.141333,1.046770,2.840073
4.262067,565.812513,70864.632141,38738.382671,237867.140355,0.228521,39453.976252,0.557145,0.656573,1.636199,5.556854
4.368342,117.976106,273169.448898,181592.509358,1036576.652356,0.239862,40617.059867,1.569191,1.141843,3.544583,1.680874
4.275773,71.818332,893718.211139,440184.760353,2845526.133451,0.221099,39603.760967,1.128759,1.933885,3.502262,2.346370
4.411600,213.063124,162625.964976,96479.308643,586144.792136,0.233707,41091.545907,1.346901,2.320683,4.772017,0.739353
4.163958,169.590673,799921.417686,643808.184217,3222313.908770,0.247077,38383.684627,0.779304,1.161910,2.416469,5.077281
4.072341,370.360790,67468.965905,53081.248474,263877.268955,0.246439,37387.251263,0.549870,0.562924,5.512374,5.227626
3.959049,74.287258,353538.012448,232332.465301,1231872.252916,0.239300,36159.270099,1.449288,1.333028,4.962985,0.653151
4.590633,220.514455,458669.444685,263540.658217,1679332.686303,0.231750,43061.696297,0.279086,1.428675,5.743537,6.261052
4.037751,922.426271,72135.814804,66597.051556,303923.577374,0.249602,37011.826992,0.324351,1.384405,6.262524,1.320187
4.539728,154.266843,219406.797048,143353.147163,851449.691452,0.239011,42500.491065,0.384899,1.434722,4.638684,3.226939
4.442480,139.667754,107773.330924,106539.018975,507690.971028,0.249992,41430.634888,1.227085,1.459024,4.450005,4.879779
4.400685,678.547043,69839.712665,52461.486447,284006.642478,0.244952,40971.755990,0.954356,0.898601,2.568060,0.472793
4.251656,96.496251,274559.801024,57478.631769,543181.067093,0.143142,39340.247442,1.482883,1.866565,4.003583,5.683677
4.127583,48.156020,904170.206946,423770.555116,2724617.646352,0.217282,37987.710473,1.476415,1.695532,2.030689,6.140858
4.126803,132.074039,504022.038146,359810.883444,1895286.850110,0.243032,37979.218475,0.769956,1.423559,5.108871,0.440004
4.221464,369.173409,29018.209553,17102.639412,100566.437216,0.233313,39010.626372,0.860302,1.526626,3.094446,3.536710
4.260667,35.185909,1112160.858043,1012086.294901,4857702.504614,0.249445,39438.687462,1.472256,2.328889,4.612395,4.115251
4.081738,72.169885,715248.460629,413716.584435,2388757.623525,0.232166,37489.312276,1.071364,1.782724,1.019029,1.149088
3.968926,188.722790,192466.870119,156557.840038,750083.717983,0.247354,36266.135667,1.332525,2.836202,4.835379,5.325207
4.443994,544.687011,154210.615782,83543.830145,532977.742537,0.227914,41447.258730,1.007525,1.380879,3.065925,4.080680
3.923793,52.346342,1868338.148099,1260548.602363,6552859.423753,0.240567,35778.100502,0.949252,1.834828,5.162295,4.457016
3.991079,343.153371,83470.234751,43673.005489,259646.582041,0.225506,36505.965912,0.681102,2.166784,4.158320,2.220248
4.472243,152.610625,36049.683468,7347.394499,73197.148344,0.140642,41757.742219,1.543256,2.343383,6.072824,5.463127
4.422101,205.108502,152644.794899,86962.873863,539606.308194,0.231214,41206.820482,1.132293,2.383131,3.442659,3.890564
4.135417,109.716845,325461.967840,235901.839214,1235565.626527,0.243637,38072.953210,0.784664,2.478013,2.709338,4.586752
4.179496,102.747454,285383.714484,222806.660569,1135263.468219,0.246209,38552.972204,0.888365,2.399779,3.165484,1.110629
3.944351,83.775652,864162.762298,507143.123535,2829554.471001,0.233054,36000.305207,0.970993,1.369753,1.624716,3.855906
3.877286,119.690803,829968.514488,282787.110035,2000833.755312,0.189549,35276.013366,1.311835,1.991596,5.766513,4.748517
4.274033,534.363301,116937.820885,84654.687555,455629.213377,0.243589,39584.746252,1.008656,1.618247,3.380323,1.848171
4.124110,21.543113,9907.429939,1029.592987,12794.243144,0.085276,37949.928768,1.528721,0.464838,0.705042,2.400503
4.013759,296.507426,48096.207974,39808.979650,190816.409616,0.247778,36751.691423,1.051480,2.023275,3.564029,3.902945
3.875385,42.795529,886484.507815,626147.395849,3152615.062407,0.242595,35255.512275,1.563695,2.150035,2.184322,0.569639
4.487012,43.427490,791307.510939,610365.918207,3314117.093984,0.245834,41920.163625,1.311737,0.142892,0.507420,1.720651
4.002586,269.890108,32082.641549,31955.255804,139442.314589,0.249999,36630.610223,0.467762,2.117969,1.757698,6.095171
4.127379,241.028156,649545.491973,282723.254419,1880917.984408,0.211295,37985.488057,0.546368,2.454835,5.855736,3.991456
4.279030,126.981743,334076.596406,134817.385248,956080.316210,0.204853,39639.370684,0.758861,1.244296,4.243453,4.617981
4.123958,141.616069,33762.615018,11256.084561,84493.055000,0.187516,37948.269900,1.351647,1.514141,1.985639,5.099450
4.303258,80.795804,272338.891179,71835.884892,619523.210744,0.165155,39904.322042,1.326846,1.106644,4.624558,0.730757
4.594462,183.072284,43218.567985,27026.287146,165542.499705,0.236716,43103.945083,0.898599,1.586972,4.339167,1.948161
3.962260,497.775649,58832.223285,17836.018684,135302.041458,0.178518,36194.013995,0.675962,1.733189,2.672963,3.104552
4.110688,430.260965,61523.121589,55980.601071,261044.505827,0.249444,37803.944560,1.258733,0.474738,2.403611,0.939282
4.296037,79.240142,283888.464122,107959.947878,789175.569110,0.199606,39825.336119,1.367104,0.866072,0.459832,2.658458
3.941314,241.559322,34042.525139,7660.373675,66004.299815,0.149948,35967.470588,1.086216,0.757938,3.169476,0.192871
4.406406,217.186102,173825.504356,173127.500890,816473.794407,0.249999,41034.536119,0.912942,1.214190,1.797991,1.175136
4.361715,482.664660,134823.534677,93232.978146,521550.552407,0.241685,40544.421569,0.837516,0.350552,1.748404,2.208658
4.472144,283.474085,25012.548063,11359.009570,79086.831876,0.214770,41756.654213,0.722090,1.641737,0.315232,4.349723
4.332619,110.588069,473096.431813,124430.551152,1080426.032830,0.164878,40225.677312,1.128826,0.801992,3.823788,3.677564
4.178635,511.870040,42511.128809,12722.072180,101300.493304,0.177280,38543.585615,0.324527,1.827411,0.237360,3.816329
4.186480,109.201068,272817.106989,122909.831470,814082.737812,0.214125,38629.089452,1.236225,2.240353,2.884105,0.165836
3.981667,407.138130,76314.458108,51437.340554,270665.259880,0.240520,36404.054821,0.601737,2.394286,1.619930,5.319410
4.108938,40.729537,13649.694058,6416.867166,41049.096952,0.217520,37784.919709,1.455292,2.645708,1.918219,5.938861
4.114425,53.177349,972112.884530,457668.689475,2928893.906228,0.217635,37844.589220,1.309676,1.938067,1.078571,5.400643
4.296075,75.219468,691254.274232,519372.469922,2756906.884655,0.244961,39825.748808,0.889584,2.310129,2.423677,6.108901
4.263146,107.637228,548570.351410,449738.474973,2273567.704849,0.247550,39465.774579,1.011908,0.965145,1.688662,3.763091
4.524779,89.623173,647066.524043,644080.194171,3104939.427435,0.249999,42335.835343,0.625373,0.867202,6.169771,2.410016
4.162065,64.040550,900030.778623,556775.156101,3163045.722906,0.236121,38363.064846,0.929087,1.916640,3.938277,4.498685
4.022853,92.560046,12844.319032,4604.886769,32790.904261,0.194258,36850.270615,0.513560,1.382656,4.301997,1.294261
4.104569,238.631722,63045.788538,8489.733649,94229.046657,0.104594,37737.419062,0.977946,2.552227,0.836373,1.612261
4.277648,377.426596,77159.534797,36527.256428,240603.745324,0.218065,39624.258422,0.729996,1.465239,4.097051,3.580445
4.352193,152.014818,241739.147123,205005.501432,1036543.250511,0.248310,40440.081950,0.526887,0.922661,0.335461,5.545384
4.448221,212.582666,118487.758218,44738.056832,337526.081231,0.198963,41493.708738,1.371357,0.196742,1.109447,6.052172
4.295329,77.371999,31697.686633,16970.518438,105895.494645,0.227108,39817.592591,1.276013,1.850506,1.352986,3.040450
3.994157,349.680291,279076.195373,154044.557309,893638.507563,0.229167,36539.302360,0.582101,0.648408,2.407465,6.222346
4.361836,135.968128,388408.041064,298504.866929,1586634.850214,0.245718,40545.747768,0.899944,0.301276,1.629200,1.850137
4.126269,532.807673,82260.600423,49864.495285,284049.700598,0.234970,37973.415259,0.996269,2.224353,5.086002,4.379187
3.922674,29.439013,3053839.979559,1433949.803049,8843470.517430,0.217428,35766.014389,0.036012,2.119194,4.854344,6.027918
4.412109,518.737612,51400.746089,42518.008639,220060.195393,0.247764,41097.131272,0.406411,1.824205,3.627571,5.978769
4.305549,31.580901,1273024.708497,746587.896289,4471233.824572,0.233014,39929.390893,1.547042,1.545284,4.405674,1.034345
4.297065,287.069698,100018.940568,61631.452373,359957.097791,0.235902,39836.581249,1.102651,1.661172,4.007493,4.570372
4.294697,44.230373,18826.961720,746.837135,14266.248291,0.036699,39810.681551,0.184594,2.480040,3.143244,5.091953
4.068843,243.357407,20523.290006,12774.111960,71051.524425,0.236460,37349.264160,0.998100,2.370411,5.318568,3.746607
4.885375,154.057686,203730.074077,163597.011135,934247.329590,0.247016,46326.482089,0.605117,2.960016,3.453021,3.352237
5.192103,140.370391,26385.170293,21540.072818,128377.697611,0.247445,49750.268902,1.117236,1.602231,4.003876,4.644091
